NOMFASE;NUMRODADA;NOMSELECAO;NOMJOGADOR;NOMPOSICAO;NUMCAMISA;INDTITULARIDADE
FASE DE GRUPO;3ª RODADA;EUA;MCKENNIE;VOL;8;TITULAR
FASE DE GRUPO;3ª RODADA;EUA;AARONSON;MEC;11;RESERVA
FASE DE GRUPO;3ª RODADA;EUA;MUSAH;VOL;6;TITULAR
FASE DE GRUPO;3ª RODADA;EUA;ACOSTA;VOL;23;RESERVA
FASE DE GRUPO;3ª RODADA;EUA;WEAH;ATA;21;TITULAR
FASE DE GRUPO;3ª RODADA;EUA;MORRIS;ATA;16;RESERVA
FASE DE GRUPO;3ª RODADA;EUA;SARGENT;ATA;24;TITULAR
FASE DE GRUPO;3ª RODADA;EUA;WRIGHT;ATA;19;RESERVA
FASE DE GRUPO;3ª RODADA;EUA;PULISIC;ATA;10;TITULAR
FASE DE GRUPO;3ª RODADA;EUA;HORVATH;GOL;12;RESERVA
FASE DE GRUPO;3ª RODADA;EUA;JOHNSON;GOL;25;RESERVA
FASE DE GRUPO;3ª RODADA;EUA;MOORE;LAD;18;RESERVA
FASE DE GRUPO;3ª RODADA;EUA;SCALLY;LAD;26;RESERVA
FASE DE GRUPO;3ª RODADA;EUA;LONG;ZAD;15;RESERVA
FASE DE GRUPO;3ª RODADA;EUA;CARTER-VICKERS;ZAD;20;TITULAR
FASE DE GRUPO;3ª RODADA;EUA;DE LA TORRE;VOL;14;RESERVA
FASE DE GRUPO;3ª RODADA;EUA;ROLDÁN;VOL;17;RESERVA
FASE DE GRUPO;3ª RODADA;EUA;REYNA;MEC;7;RESERVA
FASE DE GRUPO;3ª RODADA;EUA;JESÚS FERREIRA;ATA;9;RESERVA
FASE DE GRUPO;1ª RODADA;ARGENTINA;EMILIANO MARTÍNEZ;GOL;23;TITULAR
FASE DE GRUPO;1ª RODADA;ARGENTINA;MOLINA;LAD;26;TITULAR
FASE DE GRUPO;1ª RODADA;ARGENTINA;CRISTIAN ROMERO;ZAD;13;TITULAR
FASE DE GRUPO;1ª RODADA;ARGENTINA;LISANDRO MARTÍNEZ;ZAE;25;RESERVA
FASE DE GRUPO;1ª RODADA;ARGENTINA;OTAMENDI;ZAE;19;TITULAR
FASE DE GRUPO;1ª RODADA;ARGENTINA;TAGLIAFICO;LAE;3;TITULAR
FASE DE GRUPO;1ª RODADA;ARGENTINA;ACUÑA;LAE;8;RESERVA
FASE DE GRUPO;1ª RODADA;ARGENTINA;DE PAUL;VOL;7;TITULAR
FASE DE GRUPO;1ª RODADA;ARGENTINA;PAREDES;VOL;5;TITULAR
FASE DE GRUPO;1ª RODADA;ARGENTINA;ENZO FERNÁNDEZ;VOL;24;RESERVA
FASE DE GRUPO;1ª RODADA;ARGENTINA;PAPU GÓMEZ;MEC;17;TITULAR
FASE DE GRUPO;1ª RODADA;ARGENTINA;JULIÁN ÁLVAREZ;ATA;9;RESERVA
FASE DE GRUPO;1ª RODADA;ARGENTINA;DI MARÍA;ATA;11;TITULAR
FASE DE GRUPO;1ª RODADA;ARGENTINA;MESSI;ATA;10;TITULAR
FASE DE GRUPO;1ª RODADA;ARGENTINA;LAUTARO MARTÍNEZ;ATA;22;TITULAR
FASE DE GRUPO;1ª RODADA;ARGENTINA;ARMANI;GOL;1;RESERVA
FASE DE GRUPO;1ª RODADA;ARGENTINA;RULLI;GOL;12;RESERVA
FASE DE GRUPO;1ª RODADA;ARGENTINA;FOYTH;LAD;2;RESERVA
FASE DE GRUPO;1ª RODADA;ARGENTINA;MONTIEL;LAD;4;RESERVA
FASE DE GRUPO;1ª RODADA;ARGENTINA;PEZZELLA;ZAD;6;RESERVA
FASE DE GRUPO;1ª RODADA;ARGENTINA;PALACIOS;VOL;14;RESERVA
FASE DE GRUPO;1ª RODADA;ARGENTINA;GUIDO RODRÍGUEZ;VOL;18;RESERVA
FASE DE GRUPO;1ª RODADA;ARGENTINA;MAC ALLISTER;VOL;20;RESERVA
FASE DE GRUPO;1ª RODADA;ARGENTINA;ALMADA;MEC;16;RESERVA
FASE DE GRUPO;1ª RODADA;ARGENTINA;ÁNGEL CORREA;ATA;15;RESERVA
FASE DE GRUPO;1ª RODADA;ARGENTINA;DYBALA;ATA;21;RESERVA
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-OWAIS;GOL;21;TITULAR
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;ABDULHAMID;LAD;12;TITULAR
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-TAMBAKTI;ZAD;17;TITULAR
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-BULAYHI;ZAE;5;TITULAR
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-SHAHRANI;LAE;13;TITULAR
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-BURAYK;LAD;6;RESERVA
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;KANNO;VOL;23;TITULAR
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-MALKI;VOL;8;TITULAR
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-FARAJ;VOL;7;TITULAR
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-ABID;MEC;18;RESERVA
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-AMRI;ZAD;4;RESERVA
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-SHEHRI;ATA;11;TITULAR
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-GHANAM;LAD;2;RESERVA
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;SALEM AL-DAWSARI;ATA;10;TITULAR
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-BRIKAN;ATA;9;TITULAR
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;ASIRI;ATA;25;RESERVA
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-YAMI;GOL;1;RESERVA
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-AQIDI;GOL;22;RESERVA
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;NASSER AL-DAWSARI;LAE;24;RESERVA
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;MADU;ZAE;3;RESERVA
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;OTAYF;VOL;14;RESERVA
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-HASSAN;VOL;15;RESERVA
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;SHARAHILI;VOL;26;RESERVA
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-NAJI;MEC;16;RESERVA
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;BAHBRI;MEC;19;RESERVA
FASE DE GRUPO;1ª RODADA;ARÁBIA SAUDITA;AL-OBUD;ATA;20;RESERVA
FASE DE GRUPO;1ª RODADA;MÉXICO;OCHOA;GOL;13;TITULAR
FASE DE GRUPO;1ª RODADA;MÉXICO;JORGE SÁNCHEZ;LAD;19;TITULAR
FASE DE GRUPO;1ª RODADA;MÉXICO;MONTES;ZAD;3;TITULAR
FASE DE GRUPO;1ª RODADA;MÉXICO;HÉCTOR MORENO;ZAE;15;TITULAR
FASE DE GRUPO;1ª RODADA;MÉXICO;GALLARDO;LAE;23;TITULAR
FASE DE GRUPO;1ª RODADA;MÉXICO;EDSON ÁLVAREZ;VOL;4;TITULAR
FASE DE GRUPO;1ª RODADA;MÉXICO;HÉCTOR HERRERA;VOL;16;TITULAR
FASE DE GRUPO;1ª RODADA;MÉXICO;CARLOS RODRÍGUEZ;VOL;8;RESERVA
FASE DE GRUPO;1ª RODADA;MÉXICO;LUIS CHÁVEZ;VOL;24;TITULAR
FASE DE GRUPO;1ª RODADA;MÉXICO;LOZANO;ATA;22;TITULAR
FASE DE GRUPO;1ª RODADA;MÉXICO;HENRY MARTÍN;ATA;20;TITULAR
FASE DE GRUPO;1ª RODADA;MÉXICO;RAÚL JIMÉNEZ;ATA;9;RESERVA
FASE DE GRUPO;1ª RODADA;MÉXICO;VEGA;ATA;10;TITULAR
FASE DE GRUPO;1ª RODADA;MÉXICO;ANTUNA;ATA;21;RESERVA
FASE DE GRUPO;1ª RODADA;MÉXICO;TALAVERA;GOL;1;RESERVA
FASE DE GRUPO;1ª RODADA;MÉXICO;COTA;GOL;12;RESERVA
FASE DE GRUPO;1ª RODADA;MÉXICO;KEVIN ÁLVAREZ;LAD;26;RESERVA
FASE DE GRUPO;1ª RODADA;MÉXICO;NÉSTOR ARAÚJO;ZAD;2;RESERVA
FASE DE GRUPO;1ª RODADA;MÉXICO;VÁSQUEZ;ZAE;5;RESERVA
FASE DE GRUPO;1ª RODADA;MÉXICO;ARTEAGA;LAE;6;RESERVA
FASE DE GRUPO;1ª RODADA;MÉXICO;ROMO;VOL;7;RESERVA
FASE DE GRUPO;1ª RODADA;MÉXICO;ÉRICK GUTIÉRREZ;VOL;14;RESERVA
FASE DE GRUPO;1ª RODADA;MÉXICO;PINEDA;VOL;17;RESERVA
FASE DE GRUPO;1ª RODADA;MÉXICO;GUARDADO;VOL;18;RESERVA
FASE DE GRUPO;1ª RODADA;MÉXICO;ALVARADO;MEC;25;RESERVA
FASE DE GRUPO;1ª RODADA;MÉXICO;FUNES MORI;ATA;11;RESERVA
FASE DE GRUPO;1ª RODADA;POLÔNIA;SZCZESNY;GOL;1;TITULAR
FASE DE GRUPO;1ª RODADA;POLÔNIA;CASH;ZAD;2;TITULAR
FASE DE GRUPO;1ª RODADA;POLÔNIA;GLIK;ZAD;15;TITULAR
FASE DE GRUPO;1ª RODADA;POLÔNIA;KIWIOR;ZAE;14;TITULAR
FASE DE GRUPO;1ª RODADA;POLÔNIA;BERESZYNSKI;LAD;18;TITULAR
FASE DE GRUPO;1ª RODADA;POLÔNIA;KRYCHOWIAK;VOL;10;TITULAR
FASE DE GRUPO;1ª RODADA;POLÔNIA;KAMINSKI;MEC;13;TITULAR
FASE DE GRUPO;1ª RODADA;POLÔNIA;SEBASTIAN SZYMANSKI;MEC;19;TITULAR
FASE DE GRUPO;1ª RODADA;POLÔNIA;FRANKOWSKI;MEC;24;RESERVA
FASE DE GRUPO;1ª RODADA;POLÔNIA;ZALEWSKI;LAE;21;TITULAR
FASE DE GRUPO;1ª RODADA;POLÔNIA;BIELIK;VOL;6;RESERVA
FASE DE GRUPO;1ª RODADA;POLÔNIA;LEWANDOWSKI;ATA;9;TITULAR
FASE DE GRUPO;1ª RODADA;POLÔNIA;ZIELINSKI;ATA;20;TITULAR
FASE DE GRUPO;1ª RODADA;POLÔNIA;MILIK;ATA;7;RESERVA
FASE DE GRUPO;1ª RODADA;POLÔNIA;SKORUPSKI;GOL;12;RESERVA
FASE DE GRUPO;1ª RODADA;POLÔNIA;GRABARA;GOL;22;RESERVA
FASE DE GRUPO;1ª RODADA;POLÔNIA;GUMNY;LAD;25;RESERVA
FASE DE GRUPO;1ª RODADA;POLÔNIA;JEDRZEJCZYK;ZAD;3;RESERVA
FASE DE GRUPO;1ª RODADA;POLÔNIA;WIETESKA;ZAD;4;RESERVA
FASE DE GRUPO;1ª RODADA;POLÔNIA;BEDNAREK;ZAD;5;RESERVA
FASE DE GRUPO;1ª RODADA;POLÔNIA;DAMIAN SZYMANSKI;VOL;8;RESERVA
FASE DE GRUPO;1ª RODADA;POLÔNIA;ZURKOWSKI;VOL;17;RESERVA
FASE DE GRUPO;1ª RODADA;POLÔNIA;SKORAS;MEC;26;RESERVA
FASE DE GRUPO;1ª RODADA;POLÔNIA;GROSICKI;ATA;11;RESERVA
FASE DE GRUPO;1ª RODADA;POLÔNIA;SWIDERSKI;ATA;16;RESERVA
FASE DE GRUPO;1ª RODADA;POLÔNIA;PIATEK;ATA;23;RESERVA
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-OWAIS;GOL;21;TITULAR
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;ABDULHAMID;LAD;12;TITULAR
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-TAMBAKTI;ZAD;17;RESERVA
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-BULAYHI;ZAE;5;TITULAR
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-SHAHRANI;LAE;13;RESERVA
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-BURAYK;LAD;6;TITULAR
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;KANNO;VOL;23;TITULAR
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-MALKI;VOL;8;TITULAR
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-FARAJ;VOL;7;RESERVA
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-ABID;MEC;18;RESERVA
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-AMRI;ZAD;4;TITULAR
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-SHEHRI;ATA;11;TITULAR
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-GHANAM;LAD;2;RESERVA
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;SALEM AL-DAWSARI;ATA;10;TITULAR
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-BRIKAN;ATA;9;TITULAR
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;ASIRI;ATA;25;RESERVA
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-YAMI;GOL;1;RESERVA
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-AQIDI;GOL;22;RESERVA
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;NASSER AL-DAWSARI;LAE;24;RESERVA
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;MADU;ZAE;3;RESERVA
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;OTAYF;VOL;14;RESERVA
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-HASSAN;VOL;15;RESERVA
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;SHARAHILI;VOL;26;RESERVA
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-NAJI;MEC;16;TITULAR
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;BAHBRI;MEC;19;RESERVA
FASE DE GRUPO;2ª RODADA;ARÁBIA SAUDITA;AL-OBUD;ATA;20;RESERVA
FASE DE GRUPO;2ª RODADA;POLÔNIA;SZCZESNY;GOL;1;TITULAR
FASE DE GRUPO;2ª RODADA;POLÔNIA;CASH;ZAD;2;TITULAR
FASE DE GRUPO;2ª RODADA;POLÔNIA;GLIK;ZAD;15;TITULAR
FASE DE GRUPO;2ª RODADA;POLÔNIA;KIWIOR;ZAE;14;TITULAR
FASE DE GRUPO;2ª RODADA;POLÔNIA;BERESZYNSKI;LAD;18;TITULAR
FASE DE GRUPO;2ª RODADA;POLÔNIA;KRYCHOWIAK;VOL;10;TITULAR
FASE DE GRUPO;2ª RODADA;POLÔNIA;KAMINSKI;MEC;13;RESERVA
FASE DE GRUPO;2ª RODADA;POLÔNIA;SEBASTIAN SZYMANSKI;MEC;19;RESERVA
FASE DE GRUPO;2ª RODADA;POLÔNIA;FRANKOWSKI;MEC;24;TITULAR
FASE DE GRUPO;2ª RODADA;POLÔNIA;ZALEWSKI;LAE;21;RESERVA
FASE DE GRUPO;2ª RODADA;POLÔNIA;BIELIK;VOL;6;TITULAR
FASE DE GRUPO;2ª RODADA;POLÔNIA;LEWANDOWSKI;ATA;9;TITULAR
FASE DE GRUPO;2ª RODADA;POLÔNIA;ZIELINSKI;ATA;20;TITULAR
FASE DE GRUPO;2ª RODADA;POLÔNIA;MILIK;ATA;7;TITULAR
FASE DE GRUPO;2ª RODADA;POLÔNIA;SKORUPSKI;GOL;12;RESERVA
FASE DE GRUPO;2ª RODADA;POLÔNIA;GRABARA;GOL;22;RESERVA
FASE DE GRUPO;2ª RODADA;POLÔNIA;GUMNY;LAD;25;RESERVA
FASE DE GRUPO;2ª RODADA;POLÔNIA;JEDRZEJCZYK;ZAD;3;RESERVA
FASE DE GRUPO;2ª RODADA;POLÔNIA;WIETESKA;ZAD;4;RESERVA
FASE DE GRUPO;2ª RODADA;POLÔNIA;BEDNAREK;ZAD;5;RESERVA
FASE DE GRUPO;2ª RODADA;POLÔNIA;DAMIAN SZYMANSKI;VOL;8;RESERVA
FASE DE GRUPO;2ª RODADA;POLÔNIA;ZURKOWSKI;VOL;17;RESERVA
FASE DE GRUPO;2ª RODADA;POLÔNIA;SKORAS;MEC;26;RESERVA
FASE DE GRUPO;2ª RODADA;POLÔNIA;GROSICKI;ATA;11;RESERVA
FASE DE GRUPO;2ª RODADA;POLÔNIA;SWIDERSKI;ATA;16;RESERVA
FASE DE GRUPO;2ª RODADA;POLÔNIA;PIATEK;ATA;23;RESERVA
FASE DE GRUPO;2ª RODADA;ARGENTINA;EMILIANO MARTÍNEZ;GOL;23;TITULAR
FASE DE GRUPO;2ª RODADA;ARGENTINA;MOLINA;LAD;26;RESERVA
FASE DE GRUPO;2ª RODADA;ARGENTINA;CRISTIAN ROMERO;ZAD;13;RESERVA
FASE DE GRUPO;2ª RODADA;ARGENTINA;LISANDRO MARTÍNEZ;ZAE;25;TITULAR
FASE DE GRUPO;2ª RODADA;ARGENTINA;OTAMENDI;ZAE;19;TITULAR
FASE DE GRUPO;2ª RODADA;ARGENTINA;TAGLIAFICO;LAE;3;RESERVA
FASE DE GRUPO;2ª RODADA;ARGENTINA;ACUÑA;LAE;8;TITULAR
FASE DE GRUPO;2ª RODADA;ARGENTINA;DE PAUL;VOL;7;TITULAR
FASE DE GRUPO;2ª RODADA;ARGENTINA;PAREDES;VOL;5;RESERVA
FASE DE GRUPO;2ª RODADA;ARGENTINA;ENZO FERNÁNDEZ;VOL;24;RESERVA
FASE DE GRUPO;2ª RODADA;ARGENTINA;PAPU GÓMEZ;MEC;17;RESERVA
FASE DE GRUPO;2ª RODADA;ARGENTINA;JULIÁN ÁLVAREZ;ATA;9;RESERVA
FASE DE GRUPO;2ª RODADA;ARGENTINA;DI MARÍA;ATA;11;TITULAR
FASE DE GRUPO;2ª RODADA;ARGENTINA;MESSI;ATA;10;TITULAR
FASE DE GRUPO;2ª RODADA;ARGENTINA;LAUTARO MARTÍNEZ;ATA;22;TITULAR
FASE DE GRUPO;2ª RODADA;ARGENTINA;ARMANI;GOL;1;RESERVA
FASE DE GRUPO;2ª RODADA;ARGENTINA;RULLI;GOL;12;RESERVA
FASE DE GRUPO;2ª RODADA;ARGENTINA;FOYTH;LAD;2;RESERVA
FASE DE GRUPO;2ª RODADA;ARGENTINA;MONTIEL;LAD;4;TITULAR
FASE DE GRUPO;2ª RODADA;ARGENTINA;PEZZELLA;ZAD;6;RESERVA
FASE DE GRUPO;2ª RODADA;ARGENTINA;PALACIOS;VOL;14;RESERVA
FASE DE GRUPO;2ª RODADA;ARGENTINA;GUIDO RODRÍGUEZ;VOL;18;TITULAR
FASE DE GRUPO;2ª RODADA;ARGENTINA;MAC ALLISTER;VOL;20;TITULAR
FASE DE GRUPO;2ª RODADA;ARGENTINA;ALMADA;MEC;16;RESERVA
FASE DE GRUPO;2ª RODADA;ARGENTINA;ÁNGEL CORREA;ATA;15;RESERVA
FASE DE GRUPO;2ª RODADA;ARGENTINA;DYBALA;ATA;21;RESERVA
FASE DE GRUPO;2ª RODADA;MÉXICO;OCHOA;GOL;13;TITULAR
FASE DE GRUPO;2ª RODADA;MÉXICO;JORGE SÁNCHEZ;LAD;19;RESERVA
FASE DE GRUPO;2ª RODADA;MÉXICO;MONTES;ZAD;3;TITULAR
FASE DE GRUPO;2ª RODADA;MÉXICO;HÉCTOR MORENO;ZAE;15;TITULAR
FASE DE GRUPO;2ª RODADA;MÉXICO;GALLARDO;LAE;23;TITULAR
FASE DE GRUPO;2ª RODADA;MÉXICO;EDSON ÁLVAREZ;VOL;4;RESERVA
FASE DE GRUPO;2ª RODADA;MÉXICO;HÉCTOR HERRERA;VOL;16;TITULAR
FASE DE GRUPO;2ª RODADA;MÉXICO;CARLOS RODRÍGUEZ;VOL;8;RESERVA
FASE DE GRUPO;2ª RODADA;MÉXICO;LUIS CHÁVEZ;VOL;24;TITULAR
FASE DE GRUPO;2ª RODADA;MÉXICO;LOZANO;ATA;22;TITULAR
FASE DE GRUPO;2ª RODADA;MÉXICO;HENRY MARTÍN;ATA;20;RESERVA
FASE DE GRUPO;2ª RODADA;MÉXICO;RAÚL JIMÉNEZ;ATA;9;RESERVA
FASE DE GRUPO;2ª RODADA;MÉXICO;VEGA;ATA;10;TITULAR
FASE DE GRUPO;2ª RODADA;MÉXICO;ANTUNA;ATA;21;RESERVA
FASE DE GRUPO;2ª RODADA;MÉXICO;TALAVERA;GOL;1;RESERVA
FASE DE GRUPO;2ª RODADA;MÉXICO;COTA;GOL;12;RESERVA
FASE DE GRUPO;2ª RODADA;MÉXICO;KEVIN ÁLVAREZ;LAD;26;TITULAR
FASE DE GRUPO;2ª RODADA;MÉXICO;NÉSTOR ARAÚJO;ZAD;2;TITULAR
FASE DE GRUPO;2ª RODADA;MÉXICO;VÁSQUEZ;ZAE;5;RESERVA
FASE DE GRUPO;2ª RODADA;MÉXICO;ARTEAGA;LAE;6;RESERVA
FASE DE GRUPO;2ª RODADA;MÉXICO;ROMO;VOL;7;RESERVA
FASE DE GRUPO;2ª RODADA;MÉXICO;ÉRICK GUTIÉRREZ;VOL;14;RESERVA
FASE DE GRUPO;2ª RODADA;MÉXICO;PINEDA;VOL;17;RESERVA
FASE DE GRUPO;2ª RODADA;MÉXICO;GUARDADO;VOL;18;TITULAR
FASE DE GRUPO;2ª RODADA;MÉXICO;ALVARADO;MEC;25;RESERVA
FASE DE GRUPO;2ª RODADA;MÉXICO;FUNES MORI;ATA;11;RESERVA
FASE DE GRUPO;3ª RODADA;ARGENTINA;EMILIANO MARTÍNEZ;GOL;23;TITULAR
FASE DE GRUPO;3ª RODADA;ARGENTINA;MOLINA;LAD;26;TITULAR
FASE DE GRUPO;3ª RODADA;ARGENTINA;CRISTIAN ROMERO;ZAD;13;TITULAR
FASE DE GRUPO;3ª RODADA;ARGENTINA;LISANDRO MARTÍNEZ;ZAE;25;RESERVA
FASE DE GRUPO;3ª RODADA;ARGENTINA;OTAMENDI;ZAE;19;TITULAR
FASE DE GRUPO;3ª RODADA;ARGENTINA;TAGLIAFICO;LAE;3;RESERVA
FASE DE GRUPO;3ª RODADA;ARGENTINA;ACUÑA;LAE;8;TITULAR
FASE DE GRUPO;3ª RODADA;ARGENTINA;DE PAUL;VOL;7;TITULAR
FASE DE GRUPO;3ª RODADA;ARGENTINA;PAREDES;VOL;5;RESERVA
FASE DE GRUPO;3ª RODADA;ARGENTINA;ENZO FERNÁNDEZ;VOL;24;TITULAR
FASE DE GRUPO;3ª RODADA;ARGENTINA;PAPU GÓMEZ;MEC;17;RESERVA
FASE DE GRUPO;3ª RODADA;ARGENTINA;JULIÁN ÁLVAREZ;ATA;9;TITULAR
FASE DE GRUPO;3ª RODADA;ARGENTINA;DI MARÍA;ATA;11;TITULAR
FASE DE GRUPO;3ª RODADA;ARGENTINA;MESSI;ATA;10;TITULAR
FASE DE GRUPO;3ª RODADA;ARGENTINA;LAUTARO MARTÍNEZ;ATA;22;RESERVA
FASE DE GRUPO;3ª RODADA;ARGENTINA;ARMANI;GOL;1;RESERVA
FASE DE GRUPO;3ª RODADA;ARGENTINA;RULLI;GOL;12;RESERVA
FASE DE GRUPO;3ª RODADA;ARGENTINA;FOYTH;LAD;2;RESERVA
FASE DE GRUPO;3ª RODADA;ARGENTINA;MONTIEL;LAD;4;RESERVA
FASE DE GRUPO;3ª RODADA;ARGENTINA;PEZZELLA;ZAD;6;RESERVA
FASE DE GRUPO;3ª RODADA;ARGENTINA;PALACIOS;VOL;14;RESERVA
FASE DE GRUPO;3ª RODADA;ARGENTINA;GUIDO RODRÍGUEZ;VOL;18;RESERVA
FASE DE GRUPO;3ª RODADA;ARGENTINA;MAC ALLISTER;VOL;20;TITULAR
FASE DE GRUPO;3ª RODADA;ARGENTINA;ALMADA;MEC;16;RESERVA
FASE DE GRUPO;3ª RODADA;ARGENTINA;ÁNGEL CORREA;ATA;15;RESERVA
FASE DE GRUPO;3ª RODADA;ARGENTINA;DYBALA;ATA;21;RESERVA
FASE DE GRUPO;3ª RODADA;POLÔNIA;SZCZESNY;GOL;1;TITULAR
FASE DE GRUPO;3ª RODADA;POLÔNIA;CASH;ZAD;2;TITULAR
FASE DE GRUPO;3ª RODADA;POLÔNIA;GLIK;ZAD;15;TITULAR
FASE DE GRUPO;3ª RODADA;POLÔNIA;KIWIOR;ZAE;14;TITULAR
FASE DE GRUPO;3ª RODADA;POLÔNIA;BERESZYNSKI;LAD;18;TITULAR
FASE DE GRUPO;3ª RODADA;POLÔNIA;KRYCHOWIAK;VOL;10;TITULAR
FASE DE GRUPO;3ª RODADA;POLÔNIA;KAMINSKI;MEC;13;RESERVA
FASE DE GRUPO;3ª RODADA;POLÔNIA;SEBASTIAN SZYMANSKI;MEC;19;RESERVA
FASE DE GRUPO;3ª RODADA;POLÔNIA;FRANKOWSKI;MEC;24;TITULAR
FASE DE GRUPO;3ª RODADA;POLÔNIA;ZALEWSKI;LAE;21;RESERVA
FASE DE GRUPO;3ª RODADA;POLÔNIA;BIELIK;VOL;6;TITULAR
FASE DE GRUPO;3ª RODADA;POLÔNIA;LEWANDOWSKI;ATA;9;TITULAR
FASE DE GRUPO;3ª RODADA;POLÔNIA;ZIELINSKI;ATA;20;TITULAR
FASE DE GRUPO;3ª RODADA;POLÔNIA;MILIK;ATA;7;RESERVA
FASE DE GRUPO;3ª RODADA;POLÔNIA;SKORUPSKI;GOL;12;RESERVA
FASE DE GRUPO;3ª RODADA;POLÔNIA;GRABARA;GOL;22;RESERVA
FASE DE GRUPO;3ª RODADA;POLÔNIA;GUMNY;LAD;25;RESERVA
FASE DE GRUPO;3ª RODADA;POLÔNIA;JEDRZEJCZYK;ZAD;3;RESERVA
FASE DE GRUPO;3ª RODADA;POLÔNIA;WIETESKA;ZAD;4;RESERVA
FASE DE GRUPO;3ª RODADA;POLÔNIA;BEDNAREK;ZAD;5;RESERVA
FASE DE GRUPO;3ª RODADA;POLÔNIA;DAMIAN SZYMANSKI;VOL;8;RESERVA
FASE DE GRUPO;3ª RODADA;POLÔNIA;ZURKOWSKI;VOL;17;RESERVA
FASE DE GRUPO;3ª RODADA;POLÔNIA;SKORAS;MEC;26;RESERVA
FASE DE GRUPO;3ª RODADA;POLÔNIA;GROSICKI;ATA;11;RESERVA
FASE DE GRUPO;3ª RODADA;POLÔNIA;SWIDERSKI;ATA;16;TITULAR
FASE DE GRUPO;3ª RODADA;POLÔNIA;PIATEK;ATA;23;RESERVA
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-OWAIS;GOL;21;TITULAR
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;ABDULHAMID;LAD;12;TITULAR
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-TAMBAKTI;ZAD;17;TITULAR
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-BULAYHI;ZAE;5;TITULAR
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-SHAHRANI;LAE;13;RESERVA
